date,beach_id,site,enterococci,water_temp_c,synthetic_flag,source_class
2025-03-14,balmoral,Balmoral,2,20.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-15,palm-beach,Palm Beach,5,20.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-15,north-steyne,North Steyne,87,20.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-15,bondi,Bondi,3,20.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-15,coogee,Coogee,2,20.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-15,cronulla,Cronulla,4,20.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-15,balmoral,Balmoral,26,20.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-16,palm-beach,Palm Beach,14,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-16,north-steyne,North Steyne,58,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-16,bondi,Bondi,7,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-16,coogee,Coogee,2,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-16,cronulla,Cronulla,32,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-16,balmoral,Balmoral,28,20.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-17,palm-beach,Palm Beach,125,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-17,north-steyne,North Steyne,24,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-17,bondi,Bondi,7,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-17,coogee,Coogee,7,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-17,cronulla,Cronulla,3,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-17,balmoral,Balmoral,7,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-18,palm-beach,Palm Beach,3,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-18,north-steyne,North Steyne,1,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-18,bondi,Bondi,3,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-18,coogee,Coogee,4,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-18,cronulla,Cronulla,3,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-18,balmoral,Balmoral,11,20.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-19,palm-beach,Palm Beach,10,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-19,north-steyne,North Steyne,13,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-19,bondi,Bondi,3,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-19,coogee,Coogee,8,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-19,cronulla,Cronulla,3,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-19,balmoral,Balmoral,6,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-20,palm-beach,Palm Beach,3,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-20,north-steyne,North Steyne,2,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-20,bondi,Bondi,16,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-20,coogee,Coogee,41,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-20,cronulla,Cronulla,1,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-20,balmoral,Balmoral,23,20.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-21,palm-beach,Palm Beach,15,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-21,north-steyne,North Steyne,6,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-21,bondi,Bondi,1,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-21,coogee,Coogee,7,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-21,cronulla,Cronulla,2,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-21,balmoral,Balmoral,1,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-22,palm-beach,Palm Beach,5,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-22,north-steyne,North Steyne,9,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-22,bondi,Bondi,12,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-22,coogee,Coogee,43,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-22,cronulla,Cronulla,36,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-22,balmoral,Balmoral,4,20.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-23,palm-beach,Palm Beach,3,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-23,north-steyne,North Steyne,16,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-23,bondi,Bondi,2,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-23,coogee,Coogee,13,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-23,cronulla,Cronulla,12,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-23,balmoral,Balmoral,5,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-24,palm-beach,Palm Beach,34,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-24,north-steyne,North Steyne,12,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-24,bondi,Bondi,37,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-24,coogee,Coogee,20,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-24,cronulla,Cronulla,6,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-24,balmoral,Balmoral,42,20.8,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-25,palm-beach,Palm Beach,53,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-25,north-steyne,North Steyne,6,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-25,bondi,Bondi,1,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-25,coogee,Coogee,3,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-25,cronulla,Cronulla,9,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-25,balmoral,Balmoral,7,20.9,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-26,palm-beach,Palm Beach,6,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-26,north-steyne,North Steyne,26,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-26,bondi,Bondi,13,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-26,coogee,Coogee,2,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-26,cronulla,Cronulla,13,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-26,balmoral,Balmoral,38,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-27,palm-beach,Palm Beach,34,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-27,north-steyne,North Steyne,18,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-27,bondi,Bondi,3,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-27,coogee,Coogee,12,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-27,cronulla,Cronulla,24,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-27,balmoral,Balmoral,0,21.0,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-28,palm-beach,Palm Beach,17,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-28,north-steyne,North Steyne,31,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-28,bondi,Bondi,27,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-28,coogee,Coogee,0,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-28,cronulla,Cronulla,9,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-28,balmoral,Balmoral,10,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-29,palm-beach,Palm Beach,7,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-29,north-steyne,North Steyne,16,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-29,bondi,Bondi,6,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-29,coogee,Coogee,29,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-29,cronulla,Cronulla,1,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-29,balmoral,Balmoral,6,21.1,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-30,palm-beach,Palm Beach,1,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-30,north-steyne,North Steyne,9,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-30,bondi,Bondi,10,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-30,coogee,Coogee,10,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-30,cronulla,Cronulla,16,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-30,balmoral,Balmoral,20,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-31,palm-beach,Palm Beach,20,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-31,north-steyne,North Steyne,11,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-31,bondi,Bondi,6,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-31,coogee,Coogee,0,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-31,cronulla,Cronulla,10,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-03-31,balmoral,Balmoral,7,21.2,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-01,palm-beach,Palm Beach,11,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-01,north-steyne,North Steyne,12,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-01,bondi,Bondi,11,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-01,coogee,Coogee,10,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-01,cronulla,Cronulla,28,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-01,balmoral,Balmoral,5,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-02,palm-beach,Palm Beach,42,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-02,north-steyne,North Steyne,8,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-02,bondi,Bondi,6,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-02,coogee,Coogee,38,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-02,cronulla,Cronulla,1,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-02,balmoral,Balmoral,61,21.3,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-03,palm-beach,Palm Beach,0,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-03,north-steyne,North Steyne,81,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-03,bondi,Bondi,7,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-03,coogee,Coogee,3,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-03,cronulla,Cronulla,15,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-03,balmoral,Balmoral,1,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-04,palm-beach,Palm Beach,11,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-04,north-steyne,North Steyne,5,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-04,bondi,Bondi,3,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-04,coogee,Coogee,7,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-04,cronulla,Cronulla,20,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-04,balmoral,Balmoral,12,21.4,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-05,palm-beach,Palm Beach,11,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-05,north-steyne,North Steyne,2,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-05,bondi,Bondi,7,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-05,coogee,Coogee,2,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-05,cronulla,Cronulla,6,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-05,balmoral,Balmoral,9,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-06,palm-beach,Palm Beach,2,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-06,north-steyne,North Steyne,7,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-06,bondi,Bondi,203,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-06,coogee,Coogee,2,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-06,cronulla,Cronulla,7,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-06,balmoral,Balmoral,4,21.5,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-07,palm-beach,Palm Beach,30,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-07,north-steyne,North Steyne,20,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-07,bondi,Bondi,2,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-07,coogee,Coogee,22,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-07,cronulla,Cronulla,4,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-07,balmoral,Balmoral,11,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-08,palm-beach,Palm Beach,9,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-08,north-steyne,North Steyne,8,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-08,bondi,Bondi,1,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-08,coogee,Coogee,4,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-08,cronulla,Cronulla,1,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-08,balmoral,Balmoral,2,21.6,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-09,palm-beach,Palm Beach,1,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-09,north-steyne,North Steyne,4,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-09,bondi,Bondi,3,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-09,coogee,Coogee,3,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-09,cronulla,Cronulla,6,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-09,balmoral,Balmoral,2,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-10,palm-beach,Palm Beach,10,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-10,north-steyne,North Steyne,13,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
2025-04-10,bondi,Bondi,3,21.7,true,SYNTHETIC_ENGINEERING_FIXTURE
